#
# encoding-csv3.txt
#
 
# 文字区分:
# No 規格等         補足情報   
# -- -------------- -----------
#  0 制御文字       制御文字   
#  1 ASCII          BasicJ     
#  2 JIS X 0201     互換文字   
#  3 JIS X 0208     NEC特殊文字
#  4 JIS X 0213 1面 IBM拡張文字
#  5 JIS X 0213 2面 その他BMP  
#  6 JIS X 0212     追加面     
#  7 ベンダー外字   結合文字   
#  9 未定義         結合文字列 
 
# 詳細区分:
# No Unicode      正規化       規格等       水準         Windows-31J        法令等        
# -- ------------ ------------ ------------ ------------ ------------------ --------------
#  0 -            変換なし     制御文字     非漢字       制御文字           非漢字        
#  1 基本多言語面 NFDで変換    ASCII        第1水準漢字  ASCII              常用漢字      
#  2 追加面       NFKCで変換   JIS X 0201   第2水準漢字  JIS X 0201         常用漢字(旧字)
#  3 結合文字     半角・全角形 JIS X 0208   第3水準漢字  JIS X 0208         人名用漢字(二)
#  4 結合文字列   NFCで変換    JIS X 0213   第4水準漢字  NEC特殊文字        人名用漢字(一)
#  5 -            -            JIS X 0212   補助漢字     NEC選定IBM拡張文字 表外漢字(印標)
#  6 -            -            -            -            IBM拡張文字        表外漢字(簡慣)
#  7 Decodeのみ可 -            ベンダー外字 ベンダー外字 Encodeのみ可       その他        
#  8 ユーザー外字 ユーザー外字 ユーザー外字 ユーザー外字 ユーザー外字       ユーザー外字  
#  9 未定義       未定義       未定義       未定義       未定義             未定義        
 
# ASCII
 
9BDB    ,31,103134,[鯛]
4EE3    ,31,103131,[代]
53F0    ,31,103131,[台]
5927    ,31,103131,[大]
7B2C    ,31,103131,[第]
918D    ,31,103134,[醍]
984C    ,31,103131,[題]
9DF9    ,31,103134,[鷹]
6EDD    ,31,103131,[滝]
7027    ,31,103133,[瀧] -> [滝] (新字体)
5353    ,31,103131,[卓]
5544    ,31,103134,[啄]
5B85    ,31,103131,[宅]
6258    ,31,103134,[托]
629E    ,31,103131,[択]
62D3    ,31,103131,[拓]
6CA2    ,31,103131,[沢]
6FEF    ,31,103131,[濯]
7422    ,31,103134,[琢]
8A17    ,31,103131,[託]
9438    ,31,103135,[鐸]
6FC1    ,31,103131,[濁]
8AFE    ,31,103131,[諾]
8338    ,31,103134,[茸]
51E7    ,31,103134,[凧]
86F8    ,31,103135,[蛸]
53EA    ,31,103134,[只]
 
53E9    ,31,103135,[叩]
4F46    ,31,103131,[但]
9054    ,31,103131,[達]
8FB0    ,31,103134,[辰]
596A    ,31,103131,[奪]
8131    ,31,103131,[脱]
5DFD    ,31,103134,[巽]
7AEA    ,31,103134,[竪]
8FBF    ,31,103134,[辿]
68DA    ,31,103131,[棚]
8C37    ,31,103131,[谷]
72F8    ,31,103135,[狸]
9C48    ,31,103137,[鱈]
6A3D    ,31,103134,[樽]
8AB0    ,31,103131,[誰]
4E39    ,31,103131,[丹]
5358    ,31,103131,[単]
5606    ,31,103131,[嘆]
5766    ,31,103134,[坦]
62C5    ,31,103131,[担]
63A2    ,31,103131,[探]
65E6    ,31,103131,[旦]
6B4E    ,31,103134,[歎]
6DE1    ,31,103131,[淡]
6E5B    ,31,103134,[湛]
70AD    ,31,103131,[炭]
77ED    ,31,103131,[短]
7AEF    ,31,103131,[端]
7BAA    ,31,103137,[箪] -> [簞] (JIS2000-)
7DBB    ,31,103131,[綻]
803D    ,31,103134,[耽]
80C6    ,31,103131,[胆]
86CB    ,31,103135,[蛋]
8A95    ,31,103131,[誕]
935B    ,31,103131,[鍛]
56E3    ,31,103131,[団]
58C7    ,31,103131,[壇]
5F3E    ,31,103131,[弾]
65AD    ,31,103131,[断]
6696    ,31,103131,[暖]
6A80    ,31,103134,[檀]
6BB5    ,31,103131,[段]
7537    ,31,103131,[男]
8AC7    ,31,103131,[談]
5024    ,31,103131,[値]
77E5    ,31,103131,[知]
5730    ,31,103131,[地]
5F1B    ,31,103134,[弛]
6065    ,31,103131,[恥]
667A    ,31,103134,[智]
6C60    ,31,103131,[池]
75F4    ,31,103131,[痴]
7A1A    ,31,103131,[稚]
7F6E    ,31,103131,[置]
81F4    ,31,103131,[致]
8718    ,31,103135,[蜘]
9045    ,31,103131,[遅]
99B3    ,31,103134,[馳]
7BC9    ,31,103131,[築]
755C    ,31,103131,[畜]
7AF9    ,31,103131,[竹]
7B51    ,31,103134,[筑]
84C4    ,31,103131,[蓄]
9010    ,31,103131,[逐]
79E9    ,31,103131,[秩]
7A92    ,31,103131,[窒]
8336    ,31,103131,[茶]
5AE1    ,31,103131,[嫡]
7740    ,31,103131,[着]
4E2D    ,31,103131,[中]
4EF2    ,31,103131,[仲]
5B99    ,31,103131,[宙]
5FE0    ,31,103131,[忠]
62BD    ,31,103131,[抽]
663C    ,31,103131,[昼]
67F1    ,31,103131,[柱]
6CE8    ,31,103131,[注]
866B    ,31,103131,[虫]
8877    ,31,103131,[衷]
8A3B    ,31,103134,[註]
914E    ,31,103131,[酎]
92F3    ,31,103131,[鋳]
99D0    ,31,103131,[駐]
6A17    ,31,103137,[樗]
7026    ,31,103135,[瀦]
732A    ,31,103134,[猪]
82E7    ,31,103137,[苧]
8457    ,31,103131,[著]
8CAF    ,31,103131,[貯]
4E01    ,31,103131,[丁]
5146    ,31,103131,[兆]
51CB    ,31,103137,[凋]
558B    ,31,103134,[喋]
5BF5    ,31,103134,[寵]
 
5E16    ,31,103134,[帖]
5E33    ,31,103131,[帳]
5E81    ,31,103131,[庁]
5F14    ,31,103131,[弔]
5F35    ,31,103131,[張]
5F6B    ,31,103131,[彫]
5FB4    ,31,103131,[徴]
61F2    ,31,103131,[懲]
6311    ,31,103131,[挑]
66A2    ,31,103134,[暢]
671D    ,31,103131,[朝]
6F6E    ,31,103131,[潮]
7252    ,31,103134,[牒]
753A    ,31,103131,[町]
773A    ,31,103131,[眺]
8074    ,31,103131,[聴]
8139    ,31,103134,[脹]
8178    ,31,103131,[腸]
8776    ,31,103134,[蝶]
8ABF    ,31,103131,[調]
8ADC    ,31,103135,[諜]
8D85    ,31,103131,[超]
8DF3    ,31,103131,[跳]
929A    ,31,103135,[銚]
9577    ,31,103131,[長]
9802    ,31,103131,[頂]
9CE5    ,31,103131,[鳥]
52C5    ,31,103131,[勅]
6357    ,31,103131,[捗]
76F4    ,31,103131,[直]
6715    ,31,103131,[朕]
6C88    ,31,103131,[沈]
73CD    ,31,103131,[珍]
8CC3    ,31,103131,[賃]
93AE    ,31,103131,[鎮]
9673    ,31,103131,[陳]
6D25    ,31,103131,[津]
589C    ,31,103131,[墜]
690E    ,31,103131,[椎]
69CC    ,31,103134,[槌]
8FFD    ,31,103131,[追]
939A    ,31,103135,[鎚]
75DB    ,31,103131,[痛]
901A    ,31,103131,[通]
585A    ,31,103131,[塚]
6802    ,31,103137,[栂]
63B4    ,31,103137,[掴] -> [摑] (JIS2000-)
69FB    ,31,103134,[槻]
4F43    ,31,103134,[佃]
6F2C    ,31,103131,[漬]
67D8    ,31,103134,[柘]
8FBB    ,31,103134,[辻]
8526    ,31,103134,[蔦]
7DB4    ,31,103134,[綴]
9354    ,31,103137,[鍔]
693F    ,31,103134,[椿]
6F70    ,31,103131,[潰]
576A    ,31,103131,[坪]
58F7    ,31,103137,[壷] -> [壺] (JIS78)
5B2C    ,31,103137,[嬬]
7D2C    ,31,103134,[紬]
722A    ,31,103131,[爪]
540A    ,31,103135,[吊]
91E3    ,31,103131,[釣]
9DB4    ,31,103131,[鶴]
4EAD    ,31,103131,[亭]
4F4E    ,31,103131,[低]
505C    ,31,103131,[停]
5075    ,31,103131,[偵]
5243    ,31,103135,[剃]
8C9E    ,31,103131,[貞]
5448    ,31,103131,[呈]
5824    ,31,103131,[堤]
5B9A    ,31,103131,[定]
5E1D    ,31,103131,[帝]
5E95    ,31,103131,[底]
5EAD    ,31,103131,[庭]
5EF7    ,31,103131,[廷]
5F1F    ,31,103131,[弟]
608C    ,31,103134,[悌]
62B5    ,31,103131,[抵]
633A    ,31,103134,[挺]
63D0    ,31,103131,[提]
68AF    ,31,103134,[梯]
6C40    ,31,103134,[汀]
7887    ,31,103135,[碇]
798E    ,31,103134,[禎]
7A0B    ,31,103131,[程]
7DE0    ,31,103131,[締]
8247    ,31,103131,[艇]
8A02    ,31,103131,[訂]
8AE6    ,31,103131,[諦]
8E44    ,31,103134,[蹄]
9013    ,31,103131,[逓]
 
90B8    ,31,103131,[邸]
912D    ,31,103134,[鄭]
91D8    ,31,103134,[釘]
9F0E    ,31,103134,[鼎]
6CE5    ,31,103131,[泥]
6458    ,31,103131,[摘]
64E2    ,31,103134,[擢]
6575    ,31,103131,[敵]
6EF4    ,31,103131,[滴]
7684    ,31,103131,[的]
7B1B    ,31,103131,[笛]
9069    ,31,103131,[適]
93D1    ,31,103137,[鏑]
6EBA    ,31,103131,[溺]
54F2    ,31,103131,[哲]
5FB9    ,31,103131,[徹]
64A4    ,31,103131,[撤]
8F4D    ,31,103135,[轍]
8FED    ,31,103131,[迭]
9244    ,31,103131,[鉄]
5178    ,31,103131,[典]
586B    ,31,103137,[填] -> [塡] (JIS2000-)
5929    ,31,103131,[天]
5C55    ,31,103131,[展]
5E97    ,31,103131,[店]
6DFB    ,31,103131,[添]
7E8F    ,31,103134,[纏]
751C    ,31,103137,[甜]
8CBC    ,31,103131,[貼]
8EE2    ,31,103131,[転]
985B    ,31,103137,[顛] -> [顚] (JIS2000-)
70B9    ,31,103131,[点]
4F1D    ,31,103131,[伝]
6BBF    ,31,103131,[殿]
6FB1    ,31,103135,[澱]
7530    ,31,103131,[田]
96FB    ,31,103131,[電]
514E    ,31,103134,[兎]
5410    ,31,103131,[吐]
5835    ,31,103134,[堵]
5857    ,31,103131,[塗]
59AC    ,31,103131,[妬]
5C60    ,31,103135,[屠]
5F92    ,31,103131,[徒]
6597    ,31,103131,[斗]
675C    ,31,103134,[杜]
6E21    ,31,103131,[渡]
767B    ,31,103131,[登]
83DF    ,31,103137,[菟]
8CED    ,31,103131,[賭]
9014    ,31,103131,[途]
90FD    ,31,103131,[都]
934D    ,31,103137,[鍍]
7825    ,31,103134,[砥]
783A    ,31,103137,[砺] -> [礪] (JIS78)
52AA    ,31,103131,[努]
5EA6    ,31,103131,[度]
571F    ,31,103131,[土]
5974    ,31,103131,[奴]
6012    ,31,103131,[怒]
5012    ,31,103131,[倒]
515A    ,31,103131,[党]
51AC    ,31,103131,[冬]
51CD    ,31,103131,[凍]
5200    ,31,103131,[刀]
5510    ,31,103131,[唐]
5854    ,31,103131,[塔]
5858    ,31,103137,[塘]
5957    ,31,103134,[套]
5B95    ,31,103134,[宕]
5CF6    ,31,103131,[島]
5D8B    ,31,103133,[嶋] -> [島] (異体字)
60BC    ,31,103131,[悼]
6295    ,31,103131,[投]
642D    ,31,103131,[搭]
6771    ,31,103131,[東]
6843    ,31,103131,[桃]
68BC    ,31,103137,[梼] -> [檮] (JIS78)
68DF    ,31,103131,[棟]
76D7    ,31,103131,[盗]
6DD8    ,31,103135,[淘]
6E6F    ,31,103131,[湯]
6D9B    ,31,103137,[涛] -> [濤] (JIS78)
706F    ,31,103131,[灯]
71C8    ,31,103133,[燈] -> [灯] (新字体)
5F53    ,31,103131,[当]
75D8    ,31,103131,[痘]
7977    ,31,103134,[祷] -> [禱] (JIS2000-)
7B49    ,31,103131,[等]
7B54    ,31,103131,[答]
7B52    ,31,103131,[筒]
7CD6    ,31,103131,[糖]
7D71    ,31,103131,[統]
5230    ,31,103131,[到]
 
8463    ,31,103134,[董]
8569    ,31,103135,[蕩]
85E4    ,31,103131,[藤]
8A0E    ,31,103131,[討]
8B04    ,31,103131,[謄]
8C46    ,31,103131,[豆]
8E0F    ,31,103131,[踏]
9003    ,31,103131,[逃]
900F    ,31,103131,[透]
9419    ,31,103137,[鐙]
9676    ,31,103131,[陶]
982D    ,31,103131,[頭]
9A30    ,31,103131,[騰]
95D8    ,31,103131,[闘]
50CD    ,31,103131,[働]
52D5    ,31,103131,[動]
540C    ,31,103131,[同]
5802    ,31,103131,[堂]
5C0E    ,31,103131,[導]
61A7    ,31,103131,[憧]
649E    ,31,103134,[撞]
6D1E    ,31,103131,[洞]
77B3    ,31,103131,[瞳]
7AE5    ,31,103131,[童]
80F4    ,31,103131,[胴]
8404    ,31,103134,[萄]
9053    ,31,103131,[道]
9285    ,31,103131,[銅]
5CE0    ,31,103131,[峠]
9D07    ,31,103137,[鴇]
533F    ,31,103131,[匿]
5F97    ,31,103131,[得]
5FB3    ,31,103131,[徳]
6D9C    ,31,103137,[涜] -> [瀆] (JIS2000-)
7279    ,31,103131,[特]
7763    ,31,103131,[督]
79BF    ,31,103135,[禿]
7BE4    ,31,103131,[篤]
6BD2    ,31,103131,[毒]
72EC    ,31,103131,[独]
8AAD    ,31,103131,[読]
6803    ,31,103131,[栃]
6A61    ,31,103137,[橡]
51F8    ,31,103131,[凸]
7A81    ,31,103131,[突]
6934    ,31,103137,[椴]
5C4A    ,31,103131,[届]
9CF6    ,31,103134,[鳶]
82EB    ,31,103135,[苫]
5BC5    ,31,103134,[寅]
9149    ,31,103134,[酉]
701E    ,31,103135,[瀞]
5678    ,31,103137,[噸]
5C6F    ,31,103131,[屯]
60C7    ,31,103134,[惇]
6566    ,31,103134,[敦]
6C8C    ,31,103134,[沌]
8C5A    ,31,103131,[豚]
9041    ,31,103134,[遁]
9813    ,31,103131,[頓]
5451    ,31,103134,[呑] -> [吞] (JIS2004-)
66C7    ,31,103131,[曇]
920D    ,31,103131,[鈍]
5948    ,31,103131,[奈]
90A3    ,31,103131,[那]
5185    ,31,103131,[内]
4E4D    ,31,103137,[乍]
51EA    ,31,103134,[凪]
8599    ,31,103134,[薙]
8B0E    ,31,103131,[謎]
7058    ,31,103134,[灘]
637A    ,31,103134,[捺]
934B    ,31,103131,[鍋]
6962    ,31,103134,[楢]
99B4    ,31,103134,[馴]
7E04    ,31,103131,[縄]
7577    ,31,103137,[畷]
5357    ,31,103131,[南]
6960    ,31,103134,[楠]
8EDF    ,31,103131,[軟]
96E3    ,31,103131,[難]
6C5D    ,31,103134,[汝]
4E8C    ,31,103131,[二]
5C3C    ,31,103131,[尼]
5F10    ,31,103131,[弐]
8FE9    ,31,103137,[迩] -> [邇] (JIS78)
5302    ,31,103131,[匂]
8CD1    ,31,103134,[賑]
8089    ,31,103131,[肉]
8679    ,31,103131,[虹]
5EFF    ,31,103134,[廿]
65E5    ,31,103131,[日]
4E73    ,31,103131,[乳]
5165    ,31,103131,[入]
 
5982    ,31,103131,[如]
5C3F    ,31,103131,[尿]
97EE    ,31,103135,[韮]
4EFB    ,31,103131,[任]
598A    ,31,103131,[妊]
5FCD    ,31,103131,[忍]
8A8D    ,31,103131,[認]
6FE1    ,31,103134,[濡]
79B0    ,31,103134,[禰] -> [祢] (異体字)
7962    ,31,103134,[祢]
5BE7    ,31,103131,[寧]
8471    ,31,103135,[葱]
732B    ,31,103131,[猫]
71B1    ,31,103131,[熱]
5E74    ,31,103131,[年]
5FF5    ,31,103131,[念]
637B    ,31,103131,[捻]
649A    ,31,103135,[撚]
71C3    ,31,103131,[燃]
7C98    ,31,103131,[粘]
4E43    ,31,103134,[乃]
5EFC    ,31,103137,[廼]
4E4B    ,31,103134,[之]
57DC    ,31,103133,[埜] -> [野] (異体字)
56A2    ,31,103137,[嚢] -> [囊] (JIS2000-)
60A9    ,31,103131,[悩]
6FC3    ,31,103131,[濃]
7D0D    ,31,103131,[納]
80FD    ,31,103131,[能]
8133    ,31,103131,[脳]
81BF    ,31,103135,[膿]
8FB2    ,31,103131,[農]
8997    ,31,103135,[覗]
86A4    ,31,103135,[蚤]
5DF4    ,31,103134,[巴]
628A    ,31,103131,[把]
64AD    ,31,103134,[播]
8987    ,31,103131,[覇]
6777    ,31,103134,[杷]
6CE2    ,31,103131,[波]
6D3E    ,31,103131,[派]
7436    ,31,103134,[琶]
7834    ,31,103131,[破]
5A46    ,31,103131,[婆]
7F75    ,31,103131,[罵]
82AD    ,31,103134,[芭]
99AC    ,31,103131,[馬]
4FF3    ,31,103131,[俳]
5EC3    ,31,103131,[廃]
62DD    ,31,103131,[拝]
6392    ,31,103131,[排]
6557    ,31,103131,[敗]
676F    ,31,103131,[杯]
76C3    ,31,103133,[盃] -> [杯] (異体字)
724C    ,31,103135,[牌]
80CC    ,31,103131,[背]
80BA    ,31,103131,[肺]
8F29    ,31,103131,[輩]
914D    ,31,103131,[配]
500D    ,31,103131,[倍]
57F9    ,31,103131,[培]
5A92    ,31,103131,[媒]
6885    ,31,103131,[梅]
6973    ,31,103137,[楳]
7164    ,31,103134,[煤]
72FD    ,31,103135,[狽]
8CB7    ,31,103131,[買]
58F2    ,31,103131,[売]
8CE0    ,31,103131,[賠]
966A    ,31,103131,[陪]
9019    ,31,103134,[這]
877F    ,31,103137,[蝿] -> [蠅] (JIS78)
79E4    ,31,103134,[秤]
77E7    ,31,103137,[矧]
8429    ,31,103134,[萩]
4F2F    ,31,103131,[伯]
5265    ,31,103137,[剥] -> [剝] (JIS2004-)
535A    ,31,103131,[博]
62CD    ,31,103131,[拍]
67CF    ,31,103134,[柏]
6CCA    ,31,103131,[泊]
767D    ,31,103131,[白]
7B94    ,31,103134,[箔]
7C95    ,31,103135,[粕]
8236    ,31,103131,[舶]
8584    ,31,103131,[薄]
8FEB    ,31,103131,[迫]
66DD    ,31,103134,[曝]
6F20    ,31,103131,[漠]
7206    ,31,103131,[爆]
7E1B    ,31,103131,[縛]
83AB    ,31,103134,[莫]
99C1    ,31,103135,[駁]
9EA6    ,31,103131,[麦]
 
51FD    ,31,103134,[函]
7BB1    ,31,103131,[箱]
7872    ,31,103137,[硲]
7BB8    ,31,103131,[箸]
8087    ,31,103134,[肇]
7B48    ,31,103134,[筈]
6AE8    ,31,103137,[櫨]
5E61    ,31,103134,[幡]
808C    ,31,103131,[肌]
7551    ,31,103131,[畑]
7560    ,31,103134,[畠]
516B    ,31,103131,[八]
9262    ,31,103131,[鉢]
6E8C    ,31,103137,[溌] -> [潑] (JIS2000-)
767A    ,31,103131,[発]
9197    ,31,103137,[醗] -> [醱] (JIS2000-)
9AEA    ,31,103131,[髪]
4F10    ,31,103131,[伐]
7F70    ,31,103131,[罰]
629C    ,31,103131,[抜]
7B4F    ,31,103135,[筏]
95A5    ,31,103131,[閥]
9CE9    ,31,103134,[鳩]
567A    ,31,103135,[噺]
5859    ,31,103134,[塙]
86E4    ,31,103135,[蛤]
96BC    ,31,103134,[隼]
4F34    ,31,103131,[伴]
5224    ,31,103131,[判]
534A    ,31,103131,[半]
53CD    ,31,103131,[反]
53DB    ,31,103135,[叛]
5E06    ,31,103131,[帆]
642C    ,31,103131,[搬]
6591    ,31,103131,[斑]
677F    ,31,103131,[板]
6C3E    ,31,103131,[氾]
6C4E    ,31,103131,[汎]
7248    ,31,103131,[版]
72AF    ,31,103131,[犯]
73ED    ,31,103131,[班]
7554    ,31,103131,[畔]
7E41    ,31,103131,[繁]
822C    ,31,103131,[般]
85E9    ,31,103131,[藩]
8CA9    ,31,103131,[販]
7BC4    ,31,103131,[範]
91C6    ,31,103137,[釆]
7169    ,31,103131,[煩]
9812    ,31,103131,[頒]
98EF    ,31,103131,[飯]
633D    ,31,103134,[挽]
6669    ,31,103131,[晩]
756A    ,31,103131,[番]
76E4    ,31,103131,[盤]
78D0    ,31,103134,[磐]
8543    ,31,103134,[蕃]
86EE    ,31,103131,[蛮]
532A    ,31,103137,[匪]
5351    ,31,103131,[卑]
5426    ,31,103131,[否]
5983    ,31,103131,[妃]
5E87    ,31,103134,[庇]
5F7C    ,31,103131,[彼]
60B2    ,31,103131,[悲]
6249    ,31,103131,[扉]
6279    ,31,103131,[批]
62AB    ,31,103131,[披]
6590    ,31,103134,[斐]
6BD4    ,31,103131,[比]
6CCC    ,31,103131,[泌]
75B2    ,31,103131,[疲]
76AE    ,31,103131,[皮]
7891    ,31,103131,[碑]
79D8    ,31,103131,[秘]
7DCB    ,31,103134,[緋]
7F77    ,31,103131,[罷]
80A5    ,31,103131,[肥]
88AB    ,31,103131,[被]
8AB9    ,31,103135,[誹]
8CBB    ,31,103131,[費]
907F    ,31,103131,[避]
975E    ,31,103131,[非]
98DB    ,31,103131,[飛]
6A0B    ,31,103134,[樋]
7C38    ,31,103137,[簸]
5099    ,31,103131,[備]
5C3E    ,31,103131,[尾]
5FAE    ,31,103131,[微]
6787    ,31,103134,[枇]
6BD8    ,31,103134,[毘]
7435    ,31,103134,[琵]
7709    ,31,103131,[眉]
7F8E    ,31,103131,[美]
 
9F3B    ,31,103131,[鼻]
67CA    ,31,103134,[柊]
7A17    ,31,103135,[稗]
5339    ,31,103131,[匹]
758B    ,31,103134,[疋]
9AED    ,31,103135,[髭]
5F66    ,31,103134,[彦]
819D    ,31,103131,[膝]
83F1    ,31,103134,[菱]
8098    ,31,103131,[肘]
5F3C    ,31,103137,[弼]
5FC5    ,31,103131,[必]
7562    ,31,103134,[畢]
7B46    ,31,103131,[筆]
903C    ,31,103135,[逼]
6867    ,31,103134,[桧] -> [檜] (JIS78)
59EB    ,31,103131,[姫]
5A9B    ,31,103131,[媛]
7D10    ,31,103134,[紐]
767E    ,31,103131,[百]
8B2C    ,31,103135,[謬]
4FF5    ,31,103131,[俵]
5F6A    ,31,103134,[彪]
6A19    ,31,103131,[標]
6C37    ,31,103131,[氷]
6F02    ,31,103131,[漂]
74E2    ,31,103134,[瓢]
7968    ,31,103131,[票]
8868    ,31,103131,[表]
8A55    ,31,103131,[評]
8C79    ,31,103134,[豹]
5EDF    ,31,103134,[廟]
63CF    ,31,103131,[描]
75C5    ,31,103131,[病]
79D2    ,31,103131,[秒]
82D7    ,31,103131,[苗]
9328    ,31,103137,[錨]
92F2    ,31,103137,[鋲]
849C    ,31,103137,[蒜]
86ED    ,31,103135,[蛭]
9C2D    ,31,103137,[鰭]
54C1    ,31,103131,[品]
5F6C    ,31,103134,[彬]
658C    ,31,103137,[斌]
6D5C    ,31,103131,[浜]
7015    ,31,103134,[瀕]
8CA7    ,31,103131,[貧]
8CD3    ,31,103131,[賓]
983B    ,31,103131,[頻]
654F    ,31,103131,[敏]
74F6    ,31,103131,[瓶]
4E0D    ,31,103131,[不]
4ED8    ,31,103131,[付]
57E0    ,31,103137,[埠]
592B    ,31,103131,[夫]
5A66    ,31,103131,[婦]
5BCC    ,31,103131,[富]
51A8    ,31,103133,[冨] -> [富] (異体字)
5E03    ,31,103131,[布]
5E9C    ,31,103131,[府]
6016    ,31,103131,[怖]
6276    ,31,103131,[扶]
6577    ,31,103131,[敷]
65A7    ,31,103134,[斧]
666E    ,31,103131,[普]
6D6E    ,31,103131,[浮]
7236    ,31,103131,[父]
7B26    ,31,103131,[符]
8150    ,31,103131,[腐]
819A    ,31,103131,[膚]
8299    ,31,103134,[芙]
8B5C    ,31,103131,[譜]
8CA0    ,31,103131,[負]
8CE6    ,31,103131,[賦]
8D74    ,31,103131,[赴]
961C    ,31,103131,[阜]
9644    ,31,103131,[附]
4FAE    ,31,103131,[侮]
64AB    ,31,103134,[撫]
6B66    ,31,103131,[武]
821E    ,31,103131,[舞]
8461    ,31,103134,[葡]
856A    ,31,103134,[蕪]
90E8    ,31,103131,[部]
5C01    ,31,103131,[封]
6953    ,31,103134,[楓]
98A8    ,31,103131,[風]
847A    ,31,103134,[葺]
8557    ,31,103134,[蕗]
4F0F    ,31,103131,[伏]
526F    ,31,103131,[副]
5FA9    ,31,103131,[復]
5E45    ,31,103131,[幅]
670D    ,31,103131,[服]
 
798F    ,31,103131,[福]
8179    ,31,103131,[腹]
8907    ,31,103131,[複]
8986    ,31,103131,[覆]
6DF5    ,31,103134,[淵]
5F17    ,31,103137,[弗]
6255    ,31,103131,[払]
6CB8    ,31,103131,[沸]
4ECF    ,31,103131,[仏]
7269    ,31,103131,[物]
9B92    ,31,103135,[鮒]
5206    ,31,103131,[分]
543B    ,31,103134,[吻]
5674    ,31,103131,[噴]
58B3    ,31,103131,[墳]
61A4    ,31,103131,[憤]
626E    ,31,103135,[扮]
711A    ,31,103134,[焚]
596E    ,31,103131,[奮]
7C89    ,31,103131,[粉]
7CDE    ,31,103135,[糞]
7D1B    ,31,103131,[紛]
96F0    ,31,103131,[雰]
6587    ,31,103131,[文]
805E    ,31,103131,[聞]
4E19    ,31,103131,[丙]
4F75    ,31,103131,[併]
5175    ,31,103131,[兵]
5840    ,31,103131,[塀]
5E63    ,31,103131,[幣]
5E73    ,31,103131,[平]
5F0A    ,31,103131,[弊]
67C4    ,31,103131,[柄]
4E26    ,31,103131,[並]
853D    ,31,103131,[蔽]
9589    ,31,103131,[閉]
965B    ,31,103131,[陛]
7C73    ,31,103131,[米]
9801    ,31,103134,[頁]
50FB    ,31,103135,[僻]
58C1    ,31,103131,[壁]
7656    ,31,103131,[癖]
78A7    ,31,103134,[碧]
5225    ,31,103131,[別]
77A5    ,31,103134,[瞥]
8511    ,31,103131,[蔑]
7B86    ,31,103137,[箆]
504F    ,31,103131,[偏]
5909    ,31,103131,[変]
7247    ,31,103131,[片]
7BC7    ,31,103134,[篇]
7DE8    ,31,103131,[編]
8FBA    ,31,103131,[辺]
8FD4    ,31,103131,[返]
904D    ,31,103131,[遍]
4FBF    ,31,103131,[便]
52C9    ,31,103131,[勉]
5A29    ,31,103134,[娩]
5F01    ,31,103131,[弁]
97AD    ,31,103134,[鞭]
4FDD    ,31,103131,[保]
8217    ,31,103131,[舗]
92EA    ,31,103137,[鋪]
5703    ,31,103134,[圃]
6355    ,31,103131,[捕]
6B69    ,31,103131,[歩]
752B    ,31,103134,[甫]
88DC    ,31,103131,[補]
8F14    ,31,103134,[輔]
7A42    ,31,103131,[穂]
52DF    ,31,103131,[募]
5893    ,31,103131,[墓]
6155    ,31,103131,[慕]
620A    ,31,103134,[戊]
66AE    ,31,103131,[暮]
6BCD    ,31,103131,[母]
7C3F    ,31,103131,[簿]
83E9    ,31,103134,[菩]
5023    ,31,103131,[倣]
4FF8    ,31,103131,[俸]
5305    ,31,103131,[包]
5446    ,31,103135,[呆]
5831    ,31,103131,[報]
5949    ,31,103131,[奉]
5B9D    ,31,103131,[宝]
5CF0    ,31,103131,[峰]
5CEF    ,31,103133,[峯] -> [峰] (異体字)
5D29    ,31,103131,[崩]
5E96    ,31,103135,[庖]
62B1    ,31,103131,[抱]
6367    ,31,103134,[捧]
653E    ,31,103131,[放]
65B9    ,31,103131,[方]
670B    ,31,103134,[朋]
 
6CD5    ,31,103131,[法]
6CE1    ,31,103131,[泡]
70F9    ,31,103137,[烹]
7832    ,31,103131,[砲]
7E2B    ,31,103131,[縫]
80DE    ,31,103131,[胞]
82B3    ,31,103131,[芳]
840C    ,31,103134,[萌]
84EC    ,31,103134,[蓬]
8702    ,31,103131,[蜂]
8912    ,31,103131,[褒]
8A2A    ,31,103131,[訪]
8C4A    ,31,103131,[豊]
90A6    ,31,103131,[邦]
92D2    ,31,103134,[鋒]
98FD    ,31,103131,[飽]
9CF3    ,31,103134,[鳳]
9D6C    ,31,103134,[鵬]
4E4F    ,31,103131,[乏]
4EA1    ,31,103131,[亡]
508D    ,31,103131,[傍]
5256    ,31,103131,[剖]
574A    ,31,103131,[坊]
59A8    ,31,103131,[妨]
5E3D    ,31,103131,[帽]
5FD8    ,31,103131,[忘]
5FD9    ,31,103131,[忙]
623F    ,31,103131,[房]
66B4    ,31,103131,[暴]
671B    ,31,103131,[望]
67D0    ,31,103131,[某]
68D2    ,31,103131,[棒]
5192    ,31,103131,[冒]
7D21    ,31,103131,[紡]
80AA    ,31,103131,[肪]
81A8    ,31,103131,[膨]
8B00    ,31,103131,[謀]
8C8C    ,31,103131,[貌]
8CBF    ,31,103131,[貿]
927E    ,31,103135,[鉾]
9632    ,31,103131,[防]
5420    ,31,103135,[吠]
982C    ,31,103137,[頬] -> [頰] (JIS2000-)
